Area,Date,Category,mean sec,pct_90th_percentile,type,utcdate,time,utctimestamp
E2 6,2022-05-01,2,0:39:58,1:14:32,E2 LTN areas,2022-05-01,T00:00:00.000Z,2022-05-01T00:00:00.000Z
E2 0,2022-05-01,2,0:39:26,1:23:49,E2 LTN areas,2022-05-01,T00:00:00.000Z,2022-05-01T00:00:00.000Z
E2 9,2022-05-01,2,0:38:26,1:37:27,E2 LTN areas,2022-05-01,T00:00:00.000Z,2022-05-01T00:00:00.000Z
E2 0,2022-06-01,2,0:56:58,2:10:57,E2 LTN areas,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z
E2 9,2022-06-01,2,0:57:27,2:01:38,E2 LTN areas,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z
E2 6,2022-06-01,2,0:50:13,1:48:22,E2 LTN areas,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z
E2 7,2022-06-01,2,0:59:02,2:04:21,E2 LTN areas,2022-06-01,T00:00:00.000Z,2022-06-01T00:00:00.000Z
E2 9,2022-07-01,2,0:54:50,1:48:22,E2 LTN areas,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z
E2 6,2022-07-01,2,1:07:59,2:36:55,E2 LTN areas,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z
E2 0,2022-07-01,2,0:51:17,1:53:29,E2 LTN areas,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z
E2 7,2022-07-01,2,1:22:34,2:23:57,E2 LTN areas,2022-07-01,T00:00:00.000Z,2022-07-01T00:00:00.000Z
E2 6,2022-08-01,2,0:31:59,1:06:42,E2 LTN areas,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z
E2 0,2022-08-01,2,0:44:37,2:00:05,E2 LTN areas,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z
E2 7,2022-08-01,2,0:33:03,1:14:09,E2 LTN areas,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z
E2 9,2022-08-01,2,0:32:28,1:10:14,E2 LTN areas,2022-08-01,T00:00:00.000Z,2022-08-01T00:00:00.000Z
E2 6,2022-09-01,2,0:46:33,1:31:48,E2 LTN areas,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z
E2 7,2022-09-01,2,0:37:34,1:24:26,E2 LTN areas,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z
E2 0,2022-09-01,2,0:33:06,1:23:14,E2 LTN areas,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z
E2 9,2022-09-01,2,0:46:29,1:39:26,E2 LTN areas,2022-09-01,T00:00:00.000Z,2022-09-01T00:00:00.000Z
E2 6,2022-12-01,2,0:57:20,2:00:15,E2 LTN areas,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z
E2 0,2022-12-01,2,1:05:31,2:41:12,E2 LTN areas,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z
E2 9,2022-12-01,2,1:24:43,2:53:35,E2 LTN areas,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z
E2 7,2022-12-01,2,1:22:36,3:32:19,E2 LTN areas,2022-12-01,T00:00:00.000Z,2022-12-01T00:00:00.000Z
E2 9,2023-01-01,2,0:31:00,1:12:03,E2 LTN areas,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z
E2 6,2023-01-01,2,0:25:58,0:52:20,E2 LTN areas,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z
E2 0,2023-01-01,2,0:29:52,1:13:25,E2 LTN areas,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z
E2 7,2023-01-01,2,0:25:07,0:53:51,E2 LTN areas,2023-01-01,T00:00:00.000Z,2023-01-01T00:00:00.000Z
E2 7,2023-02-01,2,0:34:13,1:19:36,E2 LTN areas,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z
E2 0,2023-02-01,2,0:40:39,1:27:34,E2 LTN areas,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z
E2 6,2023-02-01,2,0:34:08,1:08:45,E2 LTN areas,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z
E2 9,2023-02-01,2,0:30:13,1:01:03,E2 LTN areas,2023-02-01,T00:00:00.000Z,2023-02-01T00:00:00.000Z
E2 6,2023-03-01,2,0:52:45,2:04:30,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z
E2 9,2023-03-01,2,0:34:00,1:17:47,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z
E2 0,2023-03-01,2,0:44:46,1:37:46,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z
E2 7,2023-03-01,2,0:48:24,1:48:13,E2 LTN areas,2023-03-01,T00:00:00.000Z,2023-03-01T00:00:00.000Z
E2 7,2023-04-01,2,0:37:01,1:39:02,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z
E2 0,2023-04-01,2,0:35:58,1:30:53,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z
E2 6,2023-04-01,2,0:35:51,1:10:43,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z
E2 9,2023-04-01,2,0:35:33,1:37:43,E2 LTN areas,2023-04-01,T00:00:00.000Z,2023-04-01T00:00:00.000Z
E2 0,2023-05-01,2,0:55:42,2:00:51,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z
E2 9,2023-05-01,2,0:34:40,1:15:26,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z
E2 7,2023-05-01,2,1:05:09,2:26:22,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z
E2 6,2023-05-01,2,0:45:08,1:39:43,E2 LTN areas,2023-05-01,T00:00:00.000Z,2023-05-01T00:00:00.000Z
E2 0,2023-06-01,2,1:03:00,2:05:11,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z
E2 7,2023-06-01,2,1:01:25,2:34:04,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z
E2 6,2023-06-01,2,0:53:14,2:04:43,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z
E2 9,2023-06-01,2,1:16:13,2:52:27,E2 LTN areas,2023-06-01,T00:00:00.000Z,2023-06-01T00:00:00.000Z
E2 7,2023-07-01,2,0:29:10,0:57:47,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z
E2 0,2023-07-01,2,0:36:00,1:27:10,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z
E2 6,2023-07-01,2,0:28:49,1:11:53,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z
E2 9,2023-07-01,2,0:29:39,1:01:28,E2 LTN areas,2023-07-01,T00:00:00.000Z,2023-07-01T00:00:00.000Z
E2 7,2023-08-01,2,0:36:03,1:12:09,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z
E2 9,2023-08-01,2,0:41:09,1:20:02,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z
E2 0,2023-08-01,2,0:45:26,1:32:01,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z
E2 6,2023-08-01,2,0:32:50,1:10:24,E2 LTN areas,2023-08-01,T00:00:00.000Z,2023-08-01T00:00:00.000Z
E2 6,2023-09-01,2,0:46:27,2:00:58,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z
E2 9,2023-09-01,2,0:46:05,1:44:49,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z
E2 0,2023-09-01,2,0:39:39,1:27:55,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z
E2 7,2023-09-01,2,0:45:53,1:35:39,E2 LTN areas,2023-09-01,T00:00:00.000Z,2023-09-01T00:00:00.000Z
E2 0,2023-10-01,2,0:43:27,1:43:19,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z
E2 6,2023-10-01,2,0:43:36,1:32:09,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z
E2 9,2023-10-01,2,0:44:37,1:33:11,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z
E2 7,2023-10-01,2,0:51:53,2:04:49,E2 LTN areas,2023-10-01,T00:00:00.000Z,2023-10-01T00:00:00.000Z
E2 9,2023-11-01,2,0:45:19,1:55:57,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z
E2 0,2023-11-01,2,0:47:23,1:46:38,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z
E2 6,2023-11-01,2,0:39:55,1:23:11,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z
E2 7,2023-11-01,2,0:48:35,1:31:49,E2 LTN areas,2023-11-01,T00:00:00.000Z,2023-11-01T00:00:00.000Z
E2 9,2023-12-01,2,0:51:18,2:05:58,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z
E2 6,2023-12-01,2,0:58:00,2:11:26,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z
E2 0,2023-12-01,2,0:47:29,1:46:52,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z
E2 7,2023-12-01,2,1:00:34,1:49:57,E2 LTN areas,2023-12-01,T00:00:00.000Z,2023-12-01T00:00:00.000Z
E2 6,2024-01-01,2,0:41:08,1:21:21,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z
E2 0,2024-01-01,2,0:43:26,1:35:34,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z
E2 7,2024-01-01,2,0:41:23,1:15:57,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z
E2 9,2024-01-01,2,0:51:29,2:10:43,E2 LTN areas,2024-01-01,T00:00:00.000Z,2024-01-01T00:00:00.000Z
E2 6,2024-02-01,2,0:38:59,1:30:45,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z
E2 7,2024-02-01,2,0:44:16,1:36:55,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z
E2 0,2024-02-01,2,0:40:18,1:22:03,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z
E2 9,2024-02-01,2,0:50:11,1:34:10,E2 LTN areas,2024-02-01,T00:00:00.000Z,2024-02-01T00:00:00.000Z
E2 0,2024-03-01,2,0:40:57,1:25:50,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z
E2 7,2024-03-01,2,0:46:54,1:34:18,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z
E2 6,2024-03-01,2,0:41:31,1:28:39,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z
E2 9,2024-03-01,2,0:46:39,1:48:00,E2 LTN areas,2024-03-01,T00:00:00.000Z,2024-03-01T00:00:00.000Z
E2 9,2024-04-01,2,0:38:45,1:21:41,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z
E2 7,2024-04-01,2,0:42:01,1:37:56,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z
E2 0,2024-04-01,2,0:39:39,1:17:23,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z
E2 6,2024-04-01,2,0:33:19,1:12:43,E2 LTN areas,2024-04-01,T00:00:00.000Z,2024-04-01T00:00:00.000Z
E2 6,2024-05-01,2,0:43:45,1:42:36,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z
E2 0,2024-05-01,2,0:43:02,1:47:49,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z
E2 9,2024-05-01,2,0:48:57,1:35:25,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z
E2 7,2024-05-01,2,0:34:28,1:20:22,E2 LTN areas,2024-05-01,T00:00:00.000Z,2024-05-01T00:00:00.000Z
